,text,label
1102,"I would have given this movie a 1, but I laughed so hard, so many times, that I had to give it a little credit, in the off off off off chance the film was Supposed to be funny. A movie so bad you'll think chimps wrote it. You'll wish chimps had written it. Dialogue so canned that only it and the cockroaches will survive the coming nuclear holocaust. The movie Exaggerates its awfulness by intersplicing scenes from the Original Carrie (a really good film) into scenes from this one. Like intersplicing scenes from Taxi Driver into Baby Geniuses. Do not rent it alone, as you will NOT enjoy the experience. You will need someone next to you to confirm the badness of what you are viewing. Worst actress of the Millenium goes to poor poor Amy Irving as the stone-faced, monotone, disastrously wooden school counselor. Worst movie of the year so far (see also _Arlington Road_). --FRINK-3",0
1103,"Well, What can I say, other than these people are Super in every way. I quite like Sharon Mcreedy, I enjoy this pure Nostalgic Series And I have the boxed set of 9 discs 30 episodes, I did not realise that they had made so many, I also think that it is a great shame, that they have not made any more. I wish that I got given these powers, Imagine me, being knocked off my cycle, somewhere and being knocked out cold, then waking up in a special hospital. Later on, I discover that my body has been enhanced. Just like Richard Barrat. These stories are 50 Minutes of pure action and suspense all the way, You cannot fight these 3 people, as they would defeat you in all forms of weaponry. The music is well written, and to me, puts a wonderful picture of 3 super beings in my mind, The sort of powers that the champions have are the same as our domestic dog or cats, Improved sight, Improved hearing and touch. and the strength of 10 men for Richard and Craig and the strength of 3 women for Sharon. Who I thought was beautiful and intelligent. When I was a boy, I had a huge crush on her!!!! Now I can see why, on my DVD set. The box is very nice and it comes with a free booklet all about the series. I also thought that Trymane was a good boss, firm but he got things done!",1
1104,"A young woman who is a successful model, and is also engaged to be married, and who has twice attempted suicide in the past, is chosen by a secretive and distant association of Catholic priests to be the next ""sentinel"" to the gateway to Hell, which apparently goes through a creepy old, but well maintained Brooklyn apartment building. Its tenants take the stairway up and can reincarnate themselves, but apparently can't escape as long as a sentinel is there to block the way. The previous one(John Carradine) is about dead, so she, by fate or whatever, becomes the next one, and the doomed must get her to kill herself in order for them to be free. Lots of interesting details lie under the surface, her relationship with her father, the stories of the doomed, her fiancé, so one can pass this off as cheap exploitation horror, but given the sets, the great cast, and overall level of bizarreness, this is definitely worth seeing.",1
1105,"I must be getting old because I was riveted to this movie from the first time I saw it. I'm watching it again right now on HBO. It's a very simple film about 2 people that fall in love after they found out that there spouses were having an affair. Plot is very thin, but the actors acted very well in this movie. In the mix of Kristen Scott Thomas running for congress and Harrison Ford being an Internal Affairs cop, these two meet, under unfortunate circumstances and fall in love. I love the soundtrack. Perfect fit. One thing I can't figure out, this movie had a budget of $68 million dollars. Were was it spent? The plane crash or Harrison Ford's salary?",1
1106,"This movie is another one on my List of Movies Not To Bother With. Saw it 40 years ago as an adolescent, stayed up late to do so, was very annoyed to find that it was about 95% romance,4% everything else, 1% history if that. It's what I call a bait and switch movie, one with an interesting title, the actual movie is a scam. This is a subject which deserves a good cinematic treatment, this movie is almost an insult to those who served. The actual members of the Lafayette Escadrille were not on the run from the law nor were they the products of abusive homes, they were in reality idealists who wanted to do something to help France. And I suspect many of them came from a more upper class background than Tab Hunter's character. Flying school is not for the smart alecks and the know it alls, an individual such as the one portrayed here wouldn't have lasted two days, it would have either been the stockade or the infantry. Discipline in the French Army was often rather fierce. In short, another Hollywierd version of an historical episode that deserves proper treatment.",0
1107,"John Carpenter's The Thing is hands down the best horror film ever made. Not only that, but it is also on of my personal favorite films of all time. What makes the movie so great? It's hard to put my finger on it. Everything just seems to work in The Thing, it's one of the rare occasions where everything just seems to fall in place. The film is even superior to Alien in creating a type of moody atmospheric hell. The fact that it's not only about the gore (which is wonderful btw), but it is able to create a paranoia that is unmatched in films. A truly wonderful film that is worshiped by all horror buffs, and anyone who has good taste in films.",1
1108,"When I found out there was a movie that had both my favorite actresses Meryl Streep and Wynona Ryder, I went through the roof!But I had a hard fall after watching this lame movie and I still have the bruise.First of all the character that Jeremy Irons (an actor I still admire even after this disappointment)plays was just awful. He treated his family like crap, especially his sister, played by Glenn Close. I could not get close or sympathize with any of the characters and I'm no prude, but the sex scenes were really unnecessary or they could have been toned down. Wynona and Antonio's characters could have been developed a lot more and their romance could have been much more passionate. And what was with Meryl's character and her ""mystical powers""? Why didn't they go into this more? This film had a lot of dead ends and the bottom line is that this is a really lousy movie and there was a lot of wasted talent here.",0
1109,"Woody Allen (who I have to confess at the outset I have never been a big fan of) directed this quasi-documentary about the life of Emmett Ray (Sean Penn), a 1930's jazz guitarist whose star apparently shone for a while, then quickly faded. Penn does a credible job in the role, portraying a complicated and somewhat neurotic man (not unlike Allen himself, which perhaps explains why Woody would be attracted to this project) who can't maintain relationships, and whose twin passions (aside from guitar playing) were shooting rats at the dump and watching trains.<br /><br />There isn't a great deal of consistency to the story. It's narrated in a sense by a series of modern-day jazz ""experts"" (one of whom is Allen himself), who relate their various theories and interpretations of different events in Ray's life. The end result is a wildly inconsistent account of the life of a fictional man who seems to have been given a fairly interesting life story by his creators, who probably should have done a better job with it. <br /><br />Jazz fans and fans of Woody Allen will probably enjoy this. As for me? The best I can give it is a 3/10.",0
1110,"for the most part, On Demand delivers some pretty horrible horror movies, and only offers other horror movies everyone has already seen, and already have an opinion on. It was either this, or Invinicible (I like Mark Wahlberg movies), which I haven't seen, and I was actually in a movie watching mood, which doesn't happen often anymore because I've already watched all the movies i own a million times, and that's a lot of movies, and I don't have much interest in new movies, and boy, this movie made me regret it. I'm not going to put in any spoilers, I'm just going to tell you that only a FEW of the very FEW actors in this movie ,are half way decent. I think the main girl, the dead one who kills everyone, is very annoying looking, but convincing; I'd take her for psycho bitch anyday, so she fits her roll well, though it is lame. The blood isn't that great, only a few of the kills, or may I say ""woundings"" are alright, but you don't see much and there are no body part props in the movie to make the injuries look more convincing. Towards the end of the movie I was begging my girlfriend to turn it off, and being a band member, the 'recording' parts weren't very interesting either, though what happened would truly happen when going about recording. I'm done, if you want to watch this, suit yourself.",0
1111,"To fight against the death penalty is a just cause. Everyone who is sane in Europe would think so. In the USA everything is different. The film seems to demonstrate in a first stage that justice can be won against the racist bigot death penalty craving American justice. A young man is freed from death row thanks to a law professor who went back to defense counseling for this particular case. But the film has a sequel. Justice in the USA is entirely governed by the aim of vengeance. Miscarriage of justice is just the same governed by vengeance. One person in the local Public Attorney Offfice has a young man prosecuted on false charges. This Public Attorney's officer drops the charges after a while and the young man walks out free. But he loses his college scholarship and he is castrated by some vengeful people for whom there is never any smoke without a fire. He hides his shame and swears to get his vengeance. But he also needs to satisfy his sexual needs which are more mental than hormonal for sure but even stronger because mental and no longer hormonal and he can only do that with little girls. He apparently teams with another serial killer who is after the same kind of preys. One day the local cops follow their intuition, guided by some vague circumstantial elements in the assassination of a young girl, and they arrest the young chap we are speaking of. They beat him up and interrogate him for 22 hours with nothing but blows and blows and telephone books and guns and Russian roulette. He confesses. Sent to death row, he asks his grandmother to go get the law professor in Massachusetts who is the husband of the Local Public Attorney's representative that had him falsely prosecuted some years ago and the vengeance is on the rails. It will fail but it shows that as soon as one in the line of justice, police work and other security forces steps off the line of absolute legality, some unjust act is done that can ruin even the best accusation case and that can nourish the worst deepest imaginable thirst for vengeance. To charge someone on circumstantial elements is just as bad as to let circumstantial elements ruin the work of the police or of justice. The best intentions on the police side are ruined by some personal involvement and vengeful intention, just as much as the life of a person can be jeopardized by circumstantial elements inflated to the size of evidence, which in its turn will jeopardize the whole case by being just circumstantial, hence easily discardable, with a good lawyer. The film then is a deep reflection on the necessity to respect standards and regulations all along the police and justice line if we don't want to make a mistake, which in its turn of course does not justify the death penalty since anyway it goes against the deepest belief Americans are supposed to have: ""We hold these truths to be self-evident , that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty, and the pursuit of Happiness."" (Declaration of Independence) Life is an unalienable Right that was given to man by his Creator, which means no one but the one who gave it can take it away. Only God can take the life of a person away. The death penalty is the arrogant appropriation of a power that we do not have. Even if we do not evoke God, we cannot justify the death penalty except as an act of vengeance, and here the film shows vengeance is the worst possible motivation in the rendition of justice and in the establishment of public peace. If vengeance is pushed aside there is no other justification for this death penalty. And there can always be a mistake in that pursuit not of Happiness but of vengeance.<br /><br />Dr Jacques COULARDEAU, University Paris 1 Pantheon Sorbonne, University Paris 8 Saint Denis, University Paris 12 Créteil, CEGID",1
1112,"In short, this movie is a declaration of artistic bankruptcy.<br /><br />Almodovar is easily the most important European film maker of the 80s and 90s. No other living director has shaped the style and contents of present-day European cinema more than him. It is therefore not easy to say that his latest effort is not just another disappointment after two lackluster films, but rather a complete and total disaster confirming that he has run out of ideas, out of humour and, worst of all, empathy for the characters he creates.<br /><br />That is not due to the complexity of the story. All Almodovar films are almost impossible to summarize. This time, in fact, it's rather easy if you are familiar with his earlier work. ""Broken Embraces"" is a remake of ""Law of Desire"", only this time the director is straight and the jealous jilted lover is a millionaire.<br /><br />For those of you not familiar with that film, I'm doing a summary. If you don't want to know too much, please skip this paragraph. A blind man, who used to be a famous movie director, seduces a sexy buxom woman reading a paper to him after a chance street encounter (yes, really, that's how it starts). Just then he gets a visit by his agent and best friend. He mentions to her that he has learned from the paper that a certain millionaire has died, which takes the story 14 years back. He can still see and is about to direct his next film. He stars the inexperienced mistress of the said millionaire as the lead, as he is instantly smitten with her. The millionaire discovers their affair via silent videos made by his gay son, which he has lip-synched by an interpreter (a few great scenes: Cecilia Roth). After violent quarrels, the mistress escapes with the director to a seaside resort where he learns that the millionaire, who produced the film, had it released in the worst possible edit, destroying the director's reputation. The couple decides to return, but has an accident in which the director turns blind and the would-be actress dies. Back in the present, he learns that his agent has preserved the film's negatives and starts to reconstruct it.<br /><br />As in ""Bad Education"", there are various sub plots to beef up this rather thin story, and as in ""Bad Education"", the result is more confusing than satisfactory. For instance, the agent's son, who works as a DJ, has an accidental drug overdose - which is completely unnecessary for the plot, and also interpreted rather badly.<br /><br />Mostly, however, the actors are not to blame, but the way their characters are written. Blanca Portilla as the agent has so many skeletons in her closet that not even a brilliant performance can save the character from ridicule. Lluis Homar is an old man's dream of a protagonist, living in an artificial world where an English alias and a few sweet words can seduce any super model. And Penelope Cruz is the embodiment of this old man's sexual fantasy. Her character is completely lifeless. It remains thoroughly incomprehensible why she would go from one old man, who at least helped her family, to a slightly less old man, who isn't charming enough to convince as either a romantic hero or a passion fuse.<br /><br />But all these shortcomings wouldn't make this film so awful. However, Almodovar does the worst possible thing of a director (or any type of storyteller) running out of ideas: he quotes himself, something he has increasingly done, and to very little benefit. The film-within-the-film, which ""Broken Embraces"" uses as a plot-driving device, is actually ""Women at the verge of a nervous breakdown"" (1988), only this time it is called ""Chicks and Suitcases"". This rather unimaginative title may give you a hint how this beloved classic is treated here: while the dialog making up the final ten minutes of ""Broken Embraces"" is a frantic, over-the-top exchange of screwball one-liners in the original film, here it is a stern, colorless, pesky business encounter.<br /><br />In conclusion, this is the D.O.A. brainchild of an exhausted creator of past marvels, pretty much as awful and disappointing as the last Indiana Jones feature. Maybe not so many people would agree with that, because Almodovar used to be such a genius. I'd rather offer my respect to his accomplishments by humbly asking the reader to watch ""All about my mother"", or ""Tie me up"", or ""High Heels"", or ""Matador"", all of which bear witness to Almodovar's unique and unmatched talent. A few more film like this, and his legacy may very well be destroyed for good.",0
1113,"This is a film about passion. The passion it depicts is largely misdirected, even for the leading man. But therein lies the incredible power of this film: it shows us that what we believe can be contaminated by nonsense, and can even lead us to do things that are destructive -- to ourselves or others. Moreover, those who try to escape from acquiring passion (watch the druggie who visits the studio) also risk self-destruction.<br /><br />The world needs to hear the message of this movie more often.",1
1114,"A film, first and foremost, should be good storytelling. It should be entertaining - and entertaining doesn't necessarily mean ""laughs"", and it doesn't necessarily mean ""light"". It basically means you're not bored while watching it. <br /><br />As brilliant as 2001 may be, it is a difficult film to watch, especially for the current (video-game-playing/iPod fumbling) generation. Its slow pace and the sometimes intolerable amount of time it takes for an actor to perform a single action (e.g. the attempt to rescue the crew member floating in space) will stretch your patience. On the other hand, the cinematography is brilliant, the film cleverly directed, the ending thought-provoking and the score...the score is chilling, especially as the crew in the transporter approaches the artifact on the moon. Boy, I had goose bumps, big time. This doesn't happen often when I watch films, and is a testament to Kubrick's directing skills. <br /><br />It IS considered a classic, and many people consider it the best science-fiction film of all time. That alone is a good reason to watch it if you haven't done so yet. However, just because everybody else thinks it's a brilliant film doesn't mean you have to force yourself to like it. You either will (like it) or you won't. Perhaps the slow pace isn't such a bad thing, after all. Directing your attention to something rather static and slow-paced for 2 1/2 hours might teach you a lesson. It will certainly be a different experience to all these fast-moving, fast-paced images we are subjected to these days (whether commercials, music videos or video games). <br /><br />I myself think it's a ""memorable"" film. But not one I'm eager to watch again anytime soon (unless I'm in a particular mood for slow-paced films). <br /><br />Hence, 7 stars out of 10 from me.",1
1115,"Being a huge horror movie fan, one of the most difficult things to be considering the lack of abundance of good movies in the genre, and having seen hundreds of them in my lifetime, I have to say that Dracula 3000 is by far the most uninspired, lame and poorly done piece of trash I have had the misfortune to see. STAY AWAY FROM THIS MOVIE! It's so bad it's not even laughable. The special effects (did I say ""special""?) were probably achieved spending a couple of grand, the acting is terrible and the script should have ended up in the trash bin after the first read by the studio that decided to take on this miserable project. The whole movie was literally filmed in a warehouse. Also, for you guys out there who like nudity in your movies, don't be fooled by the R rating. If you're thinking you get a chance to see Erika Eleniak even half-naked, you're wrong. She is fully clothed throughout the entire movie. And the cover art is completely misleading! There is no scene in any part of the movie that even marginally resembles the awesome cover art they put on the box to draw unsuspecting horror fans.<br /><br />Too bad the rating is only 1 to 10. I would give this movie a -10. Be warned. Don't waste your money or your time on this one.",0
1116,"I love Aaron carter but even i expected pop star to be predictable, but i was so wrong! Aaron carter was really funny in it and a great actor! Also the actress who played Jane was a brilliant actress! Every one who i no who watched it loved it!<br /><br />The music in it was also really good!<br /><br />The my favourite lines from the film is ""you cant send me to a public school mom! Im a CELEBRIDEE!!"" and ""Take your time, it'l come to you!""<br /><br />Although the endings kind of cheesy,all the good chick flicks do! This film is great, and a proper good Chick flick, that i can watch over and over again!",1
1117,"Picture the scene where a bunch of scriptwriters sit around a table and one says ""lets have a black woman approach an unsuspecting member of the public (also black) in the street and ask him if he is black, then walk away"". The other writers fall about laughing hysterically until one suggests they repeat it in every episode. More laughter. Now if you think the premise is funny, and the show contains many such types of situation, you will enjoy this show. For the rest, use your zapper and find something more entertaining like watching paint dry. Those that have written glowing reports of this show should either get out more or be forced to watch television comedies that are really funny. Another example of the humor in the show, a girl tries to get out of paying at a supermarket checkout by trying to hypnotise the cashier. Marginally funny the first time but why repeat it over and over in different shows with different cashiers? I could give other examples but these just might be treated as spoilers, divulging why this comedy just is not funny at all.",0
1118,"First of all, I am a huge fan of Madeleine L'Engle and was so excited to see that a movie was made for one of my favorite books, A Wrinkle in Time. This movie, however, ruined that excitement for me. I am sorry, but Meg was described in the book as having fizzy curls and glasses and as being considered very uncool. In the movie, she has straight hair and no glasses and is the ""sporty type"" with a deep voice. This is not how Madeleine L'Engle pictured Meg to be at all. In fact, Meg was based on Madeleine's character and depicted the way she felt when she was young. This is just one major example how the book and movie are different. So I would say, if you want to watch it for entertainment purposes, watch it but if you are a devoted fan of Madeleine L'Engle and her Wrinkle in Time series, I would suggest skipping this movie.",0
1119,"Yes, this movie make me feel real horror, when i realized that i paid for it and spent more than 1 hour of my life trying to watch it. The bald guy just give me the impression of being a psycho - Junkie actor and the girl is the worst actress i ever seen . Believe me if you appreciate your time avoid this movie, i understand a movie requires money to be created and some movies do not have that money but that is no justification for a stupid plot and bad acting. I'm always supporting independent movies, when it deserves the support, but movies like this makes a bad name for this kind of movies. I'm still traumatized. I will not trust in any nice cover anymore.",0
1120,"This movie is sad. According to my fellow IMDb users, (*SPOILER*) RAPTOR uses stock footage from the Carnotaur films. Well, since I have not seen the Carnotaur movies, I cannot say. But, I do notice some pretty bad editing and even worse acting. This movie is one big steaming pile of s***. It makes absolutely no sense. Here is this thing that calls itself a PLOT: Mad scientist re-creates raptors. Raptors kill people. Sheriff investigates. *SPOILER* (although I don't know what it is that I'm spoiling) Sheriff catches on to mad doctor's plans. Army guys are sent in and raptors start killing army guys. Raptors. Yeah, right. I could make a clay figure that looks more real. The FX are the cheapest ever used in a movie. There is a lot of gore. Cheap gore. It doesn't even look real. I will agree with another person who rated this movie that the only thing this movie has going for it is the fact that it ends. There are about two seconds of originality in this film. And that only comes from when the sheriff is talking to some tax agent on the phone about his electric bill or something. This idea has been used in about 100,000 other movies with 100,000 different names. Overall, I'm gonna give RAPTOR 1/5 just because it ended.",0
1121,"This movie could have been an impressing epic, but the makers seem to have done their utmost to make it appear foolish. Even God Himself is not spared in this movie, in that His words are drenched with childish jokes. The result is blasphemous and annoying. Only people who don't care to see a cheap parody on the biblical story may perhaps watch this film without embarrassment. The makers of this tasteless production should see 'Il Vangelo secondo Matteo' (The Gospel according to Mathew), a film of Pier Paolo Pasolini, who shows that it is unnecessary to pervert the words of the Bible to make a good story; the most impressing result is obtained by a sincere rendering of the plain text itself.",0
1122,"This is an installment in the notorious Guinea Pig series. A short lived japanese TV-show, that got cancelled after a psychopath admitted to being inspired in the killing of a young schoolgirl by the show. This short in the series is, like all the other films in the series, practically without any story. A group of guys have captured a young woman. They tie her down and proceeds to torturing her to death while videofilming her. They beat her, pour boiling oil over her, use pliers on her and finally, in ""loving"" closeup, push a needle through her eye. This is the most straightforward of all the Guinea Pig movies, and one of the first. It was probably this film, more than any of the others, that gave Guinea Pig the rumour of being snuff. They certainly gave inspiration to Nicolas Cage's movie ""8 mm."". These movies have gotten quite popular in horror circles. They have progressed to more polished, but equally graphic movies like ""Naked Blood"". They probably fill the void left by the Mondo movies, that got slightly cleaned up and became reality TV. Not recommended, but will probably allure those who will see anything once, and wonder why afterwards, I know I did.",0
1123,"R O B O T J O X.<br /><br />Burn the master.<br /><br />Grotesquely horrible.<br /><br />No ending; no closure.<br /><br />Completely and utterly the worst movie ever made.<br /><br />Replaces ""The Adventures of Pluto Nash"" as the worst movie of all time.<br /><br />I hate this utterly unacted, unedited, unscripted, undirected, unproduced mess of a thing called ""Robot Jox"" - and I just found out - THEY MADE A SECOND ONE!?!? I apologize to Adma Sandler (Zohar the Beauticin) and Eddie Murphy (Pluto Nash) for hating their movies. This mess of a thing makes those movies only bad - not terrible horrible and grotesque like this thing. This is the only movie for which I have ever said this - REMOVE IT FROM NETFLIX - NOW!!! 10,000 out of 10 people found this comment helpful.",0
1124,"I found The FBI Story considerably entertaining and suitably upbeat for my New Years Day holiday viewing. Its drama and action-packed episodes were thrilling. The Hardesty character was well drawn and admirable. Overall the photography, script and direction was perfectly creditable. Rather than taking the film to be a repugnant piece of propaganda, as some might, I enjoyed it as a well mounted portrayal of the necessity of ingenious minds and brave bodies in the fight against crime. Again, the depiction of a family holding together even under the strain of the husband's commitment to his (arguably) important work, I did not find to be a twee representation but an ideal and exemplary one.",1
1125,"This movie surprised me. Some things were ""clicheish"" and some technological elements reminded me of the movie ""Enemy of the State"" starring Will Smith. But for the most part very entertaining- good mix with Jamie Foxx and comedian Mike Epps and the 2 wannabe thugs Julio and Ramundo (providing some comic relief). This is a movie you can watch over again-say... some Wednesday night when nothing else is on. I gave it a 9 for entertainment value.",1
1126,"I bought the DVD out of a big bin for $4.99, thinking I'd lucked into some documentary pearl that would actually show extensive footage of the Karakoram mountains, and K2 in particular. Fast-forwarding through the film, I reached the climactic scene in which the climbers catch their first sight of ---- Mount Waddington, towering to all of 13,260 ft, in Canada's Coastal Range. At least one of the several bozos geared up to climb K2 clearly has no idea what the real mountain actually looks like -- he has to be assured by his friend and climbing partner that he wouldn't have been brought by said partner to an ugly mountain. Given that one of the film's premises is that 27 or so people have lost their lives on K2, you might think that the jerk in question might have taken a minute or two to bone up on a few basic facts, but the clown seems to think that preparations on this scale, while good enough for the likes of Reinhold Messner, are beneath him. To be honest, I haven't watched the whole thing. What I've seen makes me cringe. They say that you get what you pay for. At $4.99, I've been ripped off.",0
1127,"This one and the one prior ""Toulon's Revenge"" and the next one seem to be completely different from the first two movies where the puppets were not so nice. It is basically choose your series, the first two go together and paint the puppets as killers, while the next three are a series of them being the good guys. This one plays out to much like some cheesy television series episode to be as good as part three was and I never really had the urge to try and watch part five of the series. Basically, a kid gets the puppets while some strange dark lord or something sends his evil puppets out to kill, this dark lord looks like some sort of enemy from one of those live action Japanese shows like Ultraman. The movie is over before you know it though so it has to get credit for not inflicting you with a very painful to watch movie. Just to many plot holes and things in it for it to be considered an okay movie. You do get to see the guy who played Toulon in the last movie though then you have a very anti-climatic battle and wham the movie is over before it really begins.",0
1128,"You all know the story of ""Hamlet"". I do. <br /><br /> Well, the ""To Be Or Not To Be"" phrase (not the speech itself) has been beaten into the ground so many times that it's not very interesting (in fact, it wasn't that great to begin with). In FACT, I find ""Hamlet"" a good but vastly overrated play. It's not even Shakespeare's best: ""Julius Caesar"" and ""Romeo & Juliet"" are ten times better, with ""A Midsummer Night's Dream"" and ""Othello"" not too far behind. ""Macbeth (knock your table, off his drawers, puck will make amends, OW!)"" isn't that bad either. There are lots of others that are better than this by Shakespeare.<br /><br /> I won't really comment too much on the movie, rather I will dissect the utterly horrible MST3K episode.<br /><br /> Okay . . . Mike and the Bots win a card game, get to pick the movie . . . they ask for ""Hamlet"", Pearl sends them this, yadda yadda yadda . . . and prepare for the most boring Sci-Fi episode of MST3K ever (admittedly, I haven't seen any of the CC Ones).<br /><br /> While ""Blood Waters of Dr. Z"" makes the viewing of that episode horrible, since it is not really a movie, rather random, spliced-together scenes (I'm reminded of Mike's line from ""Future War"": ""Maybe this is an anthology of short, plotless movies""), the SOL Crew a lot got off a good many good cracks. Can't say the same for here.<br /><br /> The riffs fall flat, the host segments (par usual) are at best mediocre, and when the movie itself (which isn't that bad) is actually BETTER (I mean, as a quality movie, not as camp, like ""Prince of Space"") than the MST3K version of it, you know the show must be bad. I laughed (the last time I saw it was several months ago), oh, maybe eight or nine times throughout. I tried and tried AND TRIED to be entertained - but I just couldn't. Only the occasional line, like ""Hail Queen Dilbert's boss!"" (and when that's the funniest line of the episode, well, ahem) - and by occasional, I mean every ten minutes or so - maybe me even chuckle. The second time I tried to watch it, I didn't even laugh at the few jokes I'd found funny before, and simply gave up forty minutes before.<br /><br /> The movie isn't horrible; it's just a German version of Hamlet. The actors are good enough, and though the dubbing isn't the greatest, that's not in itself a reason to hate this film. <br /><br /> Four stars for ""Hamlet""; THREE, yes THREE for the MST3K version.<br /><br /> PS: WHY WHY WHY, MST3K!",0
1129,"Despite pretty bad reviews, I just had to give this film a go  it does, after all, star HK super-babe Shu Qi plus 6 other oriental lovelies as a team of all-action cat-burglars. Surely that's worth checking out? Well, as babe-fests go, Martial Angels is hard to beat. The eye candy is top quality. Shu Qi looks as fantastic as always, and of the rest of the girls, Rosemary Vandebrouck and Amanda Strang caught my roving eye in particular.<br /><br />Unfortunately, if one is to judge this movie by any other possible merits, it is an absolute stinker! The story is weak, the action shoddy and the special effects downright pathetic. Director Clarence Fok and Producer Wong Jing have given us a photogenic cast and little else.<br /><br />If Shu Qi is the only reason you're contemplating seeing this one, you would be better off watching Sex and Zen 2 again!",0
1130,"It would be quite easy to make this movie sound fun: a call girl gets shot in the forehead by a North Korean spy, but survives. The bullet that is embedded in her brain makes her long for knowledge, as well as sex. Unbeknownst to her, she walks away from the shooting with the cloned finger of George W. Bush in her purse, a key which can unlock the power to use nuclear armaments. Just call it a romp, and at least a few people will show up to the theater. I'm not sure how many did go to see this four year old film when it opened in New York this past April, but I sincerely hope not many. It sounds like a light and playful pinku flick, but it has art-house pretensions and is really just incredibly boring. Many pinku films in the past have been successful in their artistic aspirations, but this film's aspirations just make the time that elapses between the sex scenes excruciating. And then the sex scenes aren't even good! I've seen some pretty outrageous stuff in dirty Japanese movies. I've never seen this country produce something with sex this dull. The Spice Channel is more imaginative. The only worthwhile thing in this movie is the body of the lead actress, Emi Kuroda. Otherwise, this is pure torture.",0
1131,This film is the worst film I have ever seen. The story line is weak - I couldn't even follow it. The acting is high-schoolish. The sound track is irritating. The attempts at humor are not. The editing is horrible. The credits are even slow - I would be embarrassed to have my name associated with this waste of film. Don't waste your time even thinking about this attempt at acting.,0
1132,"I rented this movie for two reasons. The first was all of the good things that I read about it. I definately was impressed, and couldn't agree more with all of the reviews I read. The second reason is because I know these guys. I don't know Mark as well as I do Mike. He hasn't changed much from the years we knew each other. I know him as ""the reaper"" from a local Milwaukee radio station (WMSE). The way he is in this film is genuinely Mike 100%. He once gave me a table that he made. It was a little one, about 15"" high, that said Metallica on it. The odd thing about it was it only had two legs. Sometimes it's the thought that counts, and Mike always has thought about others first.",1
1133,"Running Out of Time rests somewhere in the middle of Johnny To's cannon, in the ""solid good"" category. As a crime thriller it's not terribly original or overwhelming and the action scenes will not blow you away but it has something else going for it. It's a Johnny To film after all, it has to.<br /><br />Andy Lau has 72 hours to live. He decides to play a strange cat-and-mouse game with a hostage negotiator of the HK police, played by Lau Ching Wan. That's the plot in a nutshell. On top of that To piles layers of twists and turns that keep proceedings interesting throughout. It occasionally becomes too convoluted for its own sake but never lets it get the best of it. However, just as Johnny To is about to hand over a slick and well-made crime flick (which, let's face it, are dime-a-dozen), he slips in bits and pieces that bring Running Out of Time alive as a full emotional experience, providing the soul and heart to the well-oiled skeleton.<br /><br />The concepts of synchronism and minimalism (staples in his work) are explored in great effect here. Always subtle, letting the images speak for themselves, giving them time to develop with long takes and slow tracking shots, exemplary cutting to the score, it's all here. A small love story in a bus between Andy Lau and a girl is among the highlights of the film and part of the ""heart"" I'm talking about. So simple yet so powerful. Ditto for Lau's and Lau Ching Wan's car scenes and the bowling-room showdown.<br /><br />However something stops me from claiming Running Out of Time is a masterpiece. To has all the ability and craftmanship down to a notch but he can also be too workmanlike or bland at times. When he's good, he's REAL good. There are even isolated moment of pure brilliance that are just TOO good for their own sake, leaving a bittersweet aftertaste for the rest of the movie. I'm convinced that if he puts his heart to it, he can make a really great film. As it is, this is another one of his films that is flawed but enjoyable. Underneath the slick HK style, it's the black humour and heartfelt drama that makes this a compelling film. Worth watching, definitely.",1
1134,"I saw this film in the movie theater. I was taking classes at the Second City Chicago and of course the buzz of this movie was intense. It is a Woodward film about one of Second City's Native sons.<br /><br />Everyone knew about Johns history. Everyone knew how he died. Some even knew that the lore did not make him out to be particularly friendly towards women in improv or comedy.<br /><br />But hey. the man led his life and he was loved intensely by the people who were in his world, and lore also states that he treated all of his close friends with love and respect.<br /><br />This movie. Well. Forget the idea of poor Michael Chilklis (who is a really great actor) being in a really astonishingly bad film, and really only relegated to doing an impersonation of the man.<br /><br />Forget the idea that they could not get the rights to any of Belushi's work...and all the SNL scenes never happened that they portrayed in the movie.<br /><br />Screw the idea that half of the historical information in the film did not even follow Bob Woodwards work. Kinda saying ""Okay...we are about to mess with Belushi...now lets go after Woodward too..."" They also decided to take the premise of It's a Wonderful Life and turn it into It's a Horrible Life on Crack.<br /><br />Is he a guardian angel or the devil? Is the pinball machine the devil's assistant electronic device...how many different endings can you tack onto to a movie? It is one of those movies after it is over...you look at the person you are with and in stunned disbelief go ""What the hell was that?!"" In some circles this movie has become a kinda cult classic. But for good reason.<br /><br />A good cult classic you sit around the screen and make fun of (or throw out snappy one liners) to the screen. A cult film is never good. And most people would never watch them in any serious context.<br /><br />If you want to watch some classic bad late 80's fair stoned? Rent Wired. If you want to know about John Belushi...you can get more information off of the walls of Second City Chicago than this movie.",0
1135,"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was thoroughly provacative. the way that it was depicting the human crucifix about Jesus Christ was really interesting. The tearing about limbs and jaws was awesome brutally gruesome. Don't watch this if you have a weak heart, you wouldn't be able to stand it.",1
